artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres,alphaname,maiuscule
Van Der Graaf Generator,Theme One - Sounds Of The 70s Session / 1971,Pawn Hearts (Deluxe),Album,1971-10-05,Lemmings (Including Cog) - Remastered 2021 (11:36)/Man-Erg - Remastered 2021 (10:19)/A Plague Of Lighthouse Keepers - Remastered 2021 (23:04)/ManErg - Sounds Of The 70s Session / 1971 (11:09)/Theme One - Sounds Of The 70s Session / 1971 (02:56)/Vision - Sounds Of The 70s Session / 1971 (03:13)/Darkness - Sounds Of The 70s Session / 1971 (07:17)/Lemmings (Including Cog) - New Stereo Mix 2021 (11:39)/Man-Erg - New Stereo Mix 2021 (10:22)/A Plague Of Lighthouse Keepers - New Stereo Mix 2021 (23:17)/Theme One - New Stereo Mix 2021 (03:10)/W - New Stereo Mix 2021 (04:35,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,Progressive Rock/Art Rock/Symphonic Rock/Krautrock/Space Rock,Van Der Graaf Generator,V
Creedence Clearwater Revival,Susie Q,Chronicle: 20 Greatest Hits,Compilation,1976-01-01,Susie Q (04:34)/I Put A Spell On You (04:32)/Proud Mary (03:08)/Bad Moon Rising - Remastered 1985 (02:19)/Lodi - Remastered 1985 (03:10)/Green River - Remastered 1985 (02:33)/Commotion - Remastered 1985 (02:42)/Down On The Corner (02:44)/Fortunate Son (02:19)/Travelin' Band (02:07)/Who'll Stop The Rain (02:28)/Up Around The Bend (02:41)/Run Through The Jungle (03:06)/Lookin' Out My Back Door (02:32)/Long As I Can See The Light (03:32)/I Heard It Through The Grapevine (11:04)/Have You Ever Seen The Rain (02:40)/Hey Tonight (02:41)/Sweet Hitch-Hiker (02:54)/Someday Never Comes (04:00,https://i.scdn.co/image/ab67616d00001e025b18abb5facf12c82192bda7,Classic Rock/Southern Rock/Country Rock,Creedence Clearwater Revival,C
Al Di Meola,That Way Before,Pursuit of Radical Rhapsody,Album,2011-10-03,"Siberiana (08:29)/Paramour's Lullaby (07:45)/Mawazine, Pt. I (02:07)/Michelangelo's 7th Child (07:30)/Gumbiero (06:18)/Brave New World (01:54)/Full Frontal Contrapuntal (04:52)/That Way Before (03:06)/Fireflies (04:01)/Destination Gonzalo (05:16)/Bona (06:00)/Radical Rhapsody (05:02)/Strawberry Fields (04:09)/Mawazine, Pt. II (02:54)/Over the Rainbow (03:05",https://i.scdn.co/image/ab67616d00001e02f190ac4524dc6358b86377e1,Jazz Fusion/Flamenco,"Meola Di, Al",M
Pearl Jam,Retrograde,Gigaton,Album,2020-03-27,Who Ever Said (05:11)/Superblood Wolfmoon (03:49)/Dance Of The Clairvoyants (04:25)/Quick Escape (04:46)/Alright (03:43)/Seven O'Clock (06:14)/Never Destination (04:17)/Take The Long Way (03:41)/Buckle Up (03:36)/Comes Then Goes (06:02)/Retrograde (05:22)/River Cross (05:54,https://i.scdn.co/image/ab67616d00001e029be7966e92574b4641a82c17,Grunge/Rock,Pearl Jam,P
Mick Taylor,Leather Jacket,Mick Taylor,Album,1979,Leather Jacket (03:39)/Alabama (03:46)/Slow Blues (03:23)/Baby I Want You (05:14)/Broken Hands (03:58)/Giddy-Up (05:15)/S.W. 5 (05:37)/Spanish / A Minor (12:12,https://i.scdn.co/image/ab67616d00001e02f95a85a039be79139cc7b00b,Blues/Blues Rock,"Taylor, Mick",T
Franco Battiato,CERN,Joe Patti's Experimental Group,Album,2014-09-16,Leoncavallo (05:40)/Le Voci Si Faranno Presenze (02:11)/Klavier (02:10)/Omaggio A Giordano Bruno (02:34)/Come Un Branco Di Lupi (06:20)/The Implicate Order (04:59)/Nel Cosmo (00:55)/CERN (04:50)/Nuba (01:23)/L'Isola Elefante (04:53)/Proprietà Proibita (04:06,https://i.scdn.co/image/ab67616d00001e020193e0cecd77f1c6e2dfdf07,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",B
King Crimson,Virtuous Circle,Happy With What You Have To Be Happy With / Level Five / Elektrik,Album,2021-12-17,"Bude (00:26)/Happy With What You Have To Be Happy With (03:54)/Bude II (00:18)/Mie Gakure (01:59)/She Shudders (00:35)/Eyes Wide Open - Acoustic Version (04:08)/ShoGaNai (02:53)/I Ran (00:40)/Potato Pie (04:33)/Larks' Tongues In Aspic: Pt. IV (10:58)/Clouds (00:32)/Einstein's Relatives (03:17)/Dangerous Curves (05:38)/Level Five (08:35)/Virtuous Circle (10:00)/The ConstruKction Of Light (08:23)/The Deception Of The Thrush (06:45)/Improv: ProjeKct X (05:24)/Introductory Soundscape - Live In Japan, 2003 (05:02)/The Power to Believe I: A Cappella - Live In Japan, 2003 (00:43)/Level Five - Live In Japan, 2003 (07:23)/ProzaKc Blues - Live In Japan, 2003 (06:01)/EleKtriK - Live In Japan, 2003 (08:02)/Happy With What You Have To Be Happy With - Live In Japan, 2003 (04:15)/One Time - Live In Japan, 2003 (06:00)/Facts Of Life - Live In Japan, 2003 (05:29)/The Power To Believe II: Power Circle - Live In Japan, 2003 (08:45)/Dangerous Curves - Live In Japan, 2003 (06:02)/Larks' Tongues In Aspic: Pt. IV - Live In Japan, 2003 (10:32)/The World's My Oyster Soup Kitchen Floor Wax Museum - Live In Japan, 2003 (06:30",https://i.scdn.co/image/ab67616d00001e020895fab8d67fb54171a7bd9f,Progressive Rock/Art Rock/Symphonic Rock/Psychedelic Rock,King Crimson,K
TOOL,Intermission,Ænima,Album,1996-09-17,Stinkfist (05:12)/Eulogy (08:25)/H. (06:07)/Useful Idiot (00:38)/Forty Six & 2 (06:03)/Message To Harry Manback (01:53)/Hooker With A Penis (04:33)/Intermission (00:56)/Jimmy (05:24)/Die Eier von Satan (02:17)/Pushit (09:55)/Cesaro Summability (01:26)/Ænema (06:39)/(-) Ions (04:00)/Third Eye (13:51,https://i.scdn.co/image/ab67616d00001e02dce45359981d62e087a29e6f,Progressive Metal/Alternative Metal/Progressive Rock/Metal,TOOL,T
The Beatles,Get Back - Remastered 2009,Let It Be (Remastered),Album,1970-05-08,Two Of Us - Remastered 2009 (03:36)/Dig A Pony - Remastered 2009 (03:55)/Across The Universe - Remastered 2009 (03:48)/I Me Mine - Remastered 2009 (02:25)/Dig It - Remastered 2009 (00:50)/Let It Be - Remastered 2009 (04:03)/Maggie Mae - Remastered 2009 (00:40)/I've Got A Feeling - Remastered 2009 (03:37)/One After 909 - Remastered 2009 (02:53)/The Long And Winding Road - Remastered 2009 (03:38)/For You Blue - Remastered 2009 (02:32)/Get Back - Remastered 2009 (03:09,https://i.scdn.co/image/ab67616d00001e0284243a01af3c77b56fe01ab1,Classic Rock/Psychedelic Rock,"Beatles, The",B
Toufic Farroukh,Blues for Ali,Drab Zeen,Album,2002,Fusic (06:20)/Lili s'en fout (05:52)/The Pain in Spain Stays Mainly in the Brain (04:35)/Land of Milk and Money (05:16)/Callipyge - Intro (00:58)/Callipyge (02:22)/Kaf Skoon - Intro (01:38)/Kaf Skoon (04:38)/L'homme qui a perdu son ombre (04:56)/A Night in Damascus (04:10)/Bilan actuel (03:52)/Blues for Ali (04:31)/Petites mains et longues jambes... (03:55,https://i.scdn.co/image/ab67616d00001e02a30816f69ea2080bd9341a8c,,"Farroukh, Toufic",F
Rush,BU2B,Clockwork Angels,Album,2012-06-11,Caravan (05:39)/BU2B (05:10)/Clockwork Angels (07:31)/The Anarchist (06:51)/Carnies (04:51)/Halo Effect (03:13)/Seven Cities of Gold (06:32)/The Wreckers (05:00)/Headlong Flight (07:20)/BU2B2 (01:27)/Wish Them Well (05:25)/The Garden (06:59,https://i.scdn.co/image/ab67616d00001e02bb81630aad8bbd92febcf060,Progressive Rock/Classic Rock/Rock/Hard Rock/Album Rock,Rush,R
Masayoshi Takanaka,SAMBA PATI,オン・ギター,Album,1994-06-25,BREEZIN' (05:50)/BLUE CURACAO (05:28)/JUST THE WAY YOU ARE (05:08)/MAMBO JAMBO (03:11)/SAMBA PATI (05:44)/RAINBOW (06:13)/THAT'S THE WAY OF THE WORLD (06:14)/WE'RE ALL ALONE (05:38,https://i.scdn.co/image/ab67616d00001e02863f4540e18c97fd196d1116,Jazz Fusion/City Pop/Jazz Funk,"Takanaka, Masayoshi",T
Dissidenten,Do The Pharaoo,Live In New York,Album,1991-09-27,At The Pyramids (03:10)/Telephone Arab (05:50)/Sultan Swing (07:05)/Bajkas Gnaoui (05:47)/Fata Morgana (09:39)/Blue Nile (04:46)/Gnaoui Ba Ba Mimoun (03:28)/Do The Pharaoo (04:49)/Inshallah (08:04)/Sahara Elektrik (03:37,https://i.scdn.co/image/ab67616d00001e02758b07b601714caf32de917d,Krautrock,Dissidenten,D
Greta Van Fleet,Edge Of Darkness,From The Fires,Album,2017-11-10,Safari Song (03:54)/Edge Of Darkness (04:28)/Flower Power (05:12)/A Change Is Gonna Come (03:17)/Highway Tune (03:00)/Meet On The Ledge (03:49)/Talk On The Street (04:08)/Black Smoke Rising (04:19,https://i.scdn.co/image/ab67616d00001e0257b7f789d328c205b4d15893,Rock,Greta Van Fleet,G
Pearl Jam,I Got Id,Merkin Ball,Single,1995-12-05,I Got Id (04:51)/The Long Road (05:59,https://i.scdn.co/image/ab67616d00001e026ee4d33127351eb529bed2b6,Grunge/Rock,Pearl Jam,P
Masayoshi Takanaka,SPEED OF LOVE,ALONE,Album,1981,SPEED OF LOVE (05:17)/FEEDBACK’S FEEL (05:51)/ALONE (05:41)/THE NIGHT DELAY (06:18)/SHE’S RAIN (06:21)/リオの夢 (07:36)/はいやぁ～っ！ (04:24)/PENGUIN DANCER (05:15,https://i.scdn.co/image/ab67616d00001e02047f1d8d58425016d92dffec,Jazz Fusion/City Pop/Jazz Funk,"Takanaka, Masayoshi",T
Gong,Where Have All The Flowers Gone - Remastered 2018,You (Deluxe Edition),Album,1974-10-01,"Thoughts For Naught - Remastered 2018 (01:32)/A P.H.P.'s Advice - Remastered 2018 (01:45)/Magick Mother Invocation - Remastered 2018 (01:56)/Master Builder - Remastered 2018 (06:18)/A Sprinkling Of Clouds - Remastered 2018 (08:57)/Perfect Mystery - Remastered 2018 (02:28)/The Isle Of Everywhere - Remastered 2018 (10:20)/You Never Blow Yr Trip Forever - Remastered 2018 (11:31)/A P.H.P.'s Advice - Alternate Version / Remastered 2018 (01:49)/Where Have All The Flowers Gone - Remastered 2018 (03:07)/A Sprinkling Of Clouds - Live In Hyde Park, London, UK / 1974 (08:24)/I Never Glid Before - Live In Hyde Park, London, UK / 1974 (07:06)/I've Bin Stone Before - Live In Hyde Park, London, UK / 1974 (02:38)/Mr Longshanks / Oh Mother - Live In Hyde Park, London, UK / 1974 (02:17)/The Isle Of Everywhere - Live In Hyde Park, London, UK / 1974 (10:54)/I Am Your Fantasy - Live In Hyde Park, London, UK / 1974 (02:37)/Master Builder - Live In Hyde Park, London, UK / 1974 (07:42",https://i.scdn.co/image/ab67616d00001e021da23035fa69dad554aef341,Space Rock/Progressive Rock/Krautrock/Psychedelic Rock/Art Rock/Jazz Fusion/Acid Rock/Symphonic Rock/Avant-garde,Gong,G
Jefferson Airplane,Fat Angel - Live 10.15.1966 Late Show - Signe's Farewell,Live At The Fillmore Auditorium 10/15/66 (Late Show - Signe's Farewell),Album,2011-01-28,Jam - Live 10.15.1966 Late Show - Signe's Farewell (09:09)/3/5 Of A Mile In 10 Seconds - Live 10.15.1966 Late Show - Signe's Farewell (06:21)/Runnin' Round This World - Live 10.15.1966 Late Show - Signe's Farewell (02:34)/Tobacco Road - Live 10.15.1966 Late Show - Signe's Farewell (04:26)/Come Up The Years - Live 10.15.1966 Late Show - Signe's Farewell (02:47)/Go To Her - Live 10.15.1966 Late Show - Signe's Farewell (04:16)/Fat Angel - Live 10.15.1966 Late Show - Signe's Farewell (07:03)/And I Like It - Live 10.15.1966 Late Show - Signe's Farewell (07:11)/Midnight Hour - Live 10.15.1966 Late Show - Signe's Farewell (01:58)/Goodbye To Signe 1 - Live 10.15.1966 Late Show - Signe's Farewell (02:23)/Chauffeur Blues - Live 10.15.1966 Late Show - Signe's Farewell (03:39)/High Flyin' Bird - Live 10.15.1966 Late Show - Signe's Farewell (04:48)/Goodbye To Signe 2 - Live 10.15.1966 Late Show - Signe's Farewell (01:03,https://i.scdn.co/image/ab67616d00001e0278084bfd9c637f8663ce5c94,Psychedelic Rock/Acid Rock,Jefferson Airplane,J
Leo Kottke,Poor Boy,Peculiaroso,Album,1994-01-31,Peg Leg (03:27)/Poor Boy (03:07)/Parade (02:48)/Wonderland By Night (03:28)/World Made To Order (03:47)/Room Service (At The Tahiti Motel) (02:52)/Turning Into Randolph Scott (Humid Child) (03:40)/Porky And Pale (02:24)/Arms Of Mary (03:05)/The Room At The Top Of The Stairs (02:40)/Big Situation (03:15)/Twilight Time (01:51,https://i.scdn.co/image/ab67616d00001e0226053dac1f2962a6c7ac1456,,"Kottke, Leo",K
The Kinks,Mr. Churchill Says (2019 Remaster),Arthur or the Decline and Fall of the British Empire (2019 Remaster),Album,1969-10-10,"Victoria (2019 Remaster) (03:39)/Yes Sir, No Sir (2019 Remaster) (03:46)/Some Mother's Son (2019 Remaster) (03:24)/Drivin' (2019 Remaster) (03:19)/Brainwashed (2019 Remaster) (02:34)/Australia (2019 Remaster) (06:45)/Shangri-La (2019 Remaster) (05:20)/Mr. Churchill Says (2019 Remaster) (04:42)/She's Bought a Hat Like Princess Marina (2019 Remaster) (03:07)/Young and Innocent Days (2019 Remaster) (03:21)/Nothing to Say (2019 Remaster) (03:08)/Arthur (2019 Remaster) (05:27",https://i.scdn.co/image/ab67616d00001e02d05d5e13095ee2c342ed00bb,Proto-punk/Baroque Pop,"Kinks, The",K
Banco Del Mutuo Soccorso,10 Giugno 1924,Garofano rosso (Colonna sonora originale del film),Album,1976-01-01,Zobeida (02:45)/Funerale (04:31)/10 Giugno 1924 (04:33)/Quasi Saltarello (01:43)/Esterno Notte (Casa Di Giovanna) (03:22)/Garofano Rosso (05:06)/Suggestioni Di Un Ritorno In Campagna (07:43)/Passeggiata In Bicicletta E Corteo Di Dimostranti (02:56)/Tema Di Giovanna (02:41)/Siracusa: Appunti D'epoca (02:17)/Notturno Breve (02:25)/Lasciando La Casa Antica (02:41,https://i.scdn.co/image/ab67616d00001e022d15b2e307cdd3195cfd450d,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Banco Del Mutuo Soccorso,B
The Beatles,The Long And Winding Road - Naked Version / Remastered 2013,Let It Be... Naked (Remastered),Album,2014-01-01,Get Back - Naked Version / Remastered 2013 (02:34)/Dig A Pony - Naked Version / Remastered 2013 (03:38)/For You Blue - Naked Version / Remastered 2013 (02:27)/The Long And Winding Road - Naked Version / Remastered 2013 (03:34)/Two Of Us - Naked Version / Remastered 2013 (03:20)/I've Got A Feeling - Naked Version / Remastered 2013 (03:30)/One After 909 - Naked Version / Remastered 2013 (02:44)/Don't Let Me Down - Naked Version / Remastered 2013 (03:18)/I Me Mine - Naked Version / Remastered 2013 (02:21)/Across The Universe - Naked Version / Remastered 2013 (03:38)/Let It Be - Naked Version / Remastered 2013 (03:55,https://i.scdn.co/image/ab67616d00001e02b9dd63a105a5afe5d58a783b,Classic Rock/Psychedelic Rock,"Beatles, The",B
Golden Earring,Eight Miles High - Remastered,Eight Miles High (Remastered & Expanded),Album,2023-03-10,Landing - Remastered (04:30)/Song Of A Devil's Servant - Remastered (06:02)/One Huge Road - Remastered (03:05)/Everyday's Torture - Remastered (05:19)/Eight Miles High - Remastered (18:53)/Another 45 Miles - Remastered (04:49)/I Can't Get A Hold On Her - Remastered (06:16)/Eight Miles High - mono single version - Remastered (02:24,https://i.scdn.co/image/ab67616d00001e029e460602cf03deaabd3860d3,Nederpop/Classic Rock,Golden Earring,G
Pearl Jam,Breath,rearviewmirror (greatest hits 1991-2003),Compilation,2004-11-16,"Once - 2004 Remix (03:16)/Alive - 2004 Remix (05:41)/Even Flow (05:03)/Jeremy (05:19)/State of Love and Trust (03:43)/Animal (02:47)/Go (03:12)/Dissident (03:34)/Rearviewmirror (04:43)/Spin the Black Circle (02:48)/Corduroy (04:38)/Not for You (05:52)/I Got Id (04:51)/Hail, Hail (03:43)/Do the Evolution (03:52)/Save You (03:55)/Black - 2004 Remix (05:39)/Breath (05:24)/Daughter (03:55)/Elderly Woman Behind the Counter in a Small Town (03:14)/Immortality (05:12)/Better Man (04:28)/Nothingman (04:34)/Who You Are (03:53)/Off He Goes (06:00)/Given to Fly (04:00)/Wishlist (03:26)/Last Kiss (03:16)/Nothing As It Seems (05:21)/Light Years (05:10)/I Am Mine (03:35)/Man of the Hour (03:43)/Yellow Ledbetter (05:03",https://i.scdn.co/image/ab67616d00001e0226606c9bba49a83567fb1d9e,Grunge/Rock,Pearl Jam,P
Strawberry Alarm Clock,Incense And Peppermints,Incense And Peppermints,Album,1967,The World's On Fire (08:25)/Birds In My Tree (01:53)/Lose To Live (03:15)/Strawberries Mean Love (03:02)/Rainy Day Mushroom Pillow (03:04)/Paxton's Back Street Carnival (02:04)/Hummin' Happy (02:24)/Pass Time With The SAC (01:21)/Incense And Peppermints (02:47)/Unwind With The Clock (04:13,https://i.scdn.co/image/ab67616d00001e02668eef9a15023a800efdbbba,Psychedelic Rock/Acid Rock/Psychedelic Pop/Baroque Pop,Strawberry Alarm Clock,S
Donald Fagen,New Frontier,The Nightfly,Album,1982-10-29,I.G.Y. (06:03)/Green Flower Street (03:42)/Ruby Baby (05:39)/Maxine (03:49)/New Frontier (06:21)/The Nightfly (05:47)/The Goodbye Look (04:50)/Walk Between Raindrops (02:38,https://i.scdn.co/image/ab67616d00001e029c3be4e1c786475f9489529f,Album Rock,"Fagen, Donald",F
Premiata Forneria Marconi,Traveler,Jet Lag,Album,1977-07-15,"Peninsula (02:36)/Jet Lag (09:10)/Storia In ""La"" (06:25)/Breakin In (04:06)/Cerco la lingua (05:32)/Meridiani (05:58)/Left Handed Theory (04:10)/Traveler (05:42",https://i.scdn.co/image/ab67616d00001e0273f90e2a0a3706cd244b8917,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Premiata Forneria Marconi,P
Banco Del Mutuo Soccorso,Il giardino del mago,Banco del Mutuo Soccorso,Album,1972-03-21,In volo (02:13)/R.I.P. - Requiescant in Pace (06:41)/Passaggio (01:19)/Metamorfosi (10:53)/Il giardino del mago (18:27)/Traccia (02:04,https://i.scdn.co/image/ab67616d00001e02658878f262517ef47e8cdf44,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Banco Del Mutuo Soccorso,B
Il Balletto di Bronzo,Incantesimo,Sirio 2222,Album,1970-03-21,Un posto (03:23)/Eh eh ah ah (04:03)/Neve calda (02:57)/Ma ti aspetterò (03:23)/Meditazione (03:54)/Girotondo (03:16)/Incantesimo (06:48)/Ti risveglierai con me (02:44)/Missione sirio 2222 (09:39,https://i.scdn.co/image/ab67616d00001e02f4b2cfc6f7f94898c3bab3da,Progressive Rock/Krautrock,"Balletto di Bronzo, Il",B
King Crimson,"Discipline (Live in Europe, July 2018)","Meltdown (Live in Mexico, 2017)",Album,2018-10-19,"Walk On 1 (Live in Mexico, July 2017) (03:46)/Larks' Tongues in Aspic, Pt. One (Live in Mexico, July 2017) (09:28)/Neurotica (Live in Mexico, July 2017) (04:57)/Cirkus (Live in Mexico, July 2017) (07:40)/Dawn Song (Live in Mexico, July 2017) (02:19)/Last Skirmish (Live in Mexico, July 2017) (06:10)/Prince Rupert's Lament (Live in Mexico, July 2017) (02:30)/The Hell Hounds of Krim (Live in Mexico, July 2017) (03:42)/Red (Live in Mexico, July 2017) (06:42)/Fallen Angel (Live in Mexico, July 2017) (06:08)/Islands (Live in Mexico, July 2017) (09:02)/The Talking Drum (Live in Mexico, July 2017) (03:48)/Larks' Tongues in Aspic, Pt. Two (Live in Mexico, July 2017) (07:02)/Walk On 2 (Live in Mexico, July 2017) (00:38)/Indiscipline (Live in Mexico, July 2017) (07:59)/The ConstruKction of Light (Live in Mexico, July 2017) (06:05)/Epitaph (Live in Mexico, July 2017) (08:33)/Banshee Legs Bell Hassle (Live in Mexico, July 2017) (01:40)/Easy Money (Live in Mexico, July 2017) (09:56)/Interlude (Live in Mexico, July 2017) (02:47)/The Letters (Live in Mexico, July 2017) (06:12)/The Sailor's Tale (Live in Mexico, July 2017) (06:24)/CatalytiKc No. 9 (Live in Mexico, July 2017) (01:12)/Meltdown (Live in Mexico, July 2017) (04:22)/Radical Action II (Live in Mexico, July 2017) (02:28)/Level Five (Live in Mexico, July 2017) (07:08)/Starless (Live in Mexico, July 2017) (12:46)/Walk On 3 (Live in Mexico, 2017) (00:43)/Peace - An End (Live in Mexico, July 2017) (01:56)/Pictures of a City (Live in Mexico, July 2017) (08:22)/Devil Dogs Of Tessellation Row (Live in Mexico, July 2017) (03:10)/Fracture (Live in Mexico, July 2017) (11:03)/The Court of the Crimson King (Live in Mexico, July 2017) (07:03)/Heroes (Live in Mexico, July 2017) (04:42)/21st Century Schizoid Man (Live in Mexico, July 2017) (13:13)/Discipline (Live in Europe, July 2018) (05:29)/Moonchild (Live in Europe, July 2018) (02:27)/Tony's Cadenza (Live in Europe, July 2018) (01:20)/Jeremy's Cadenza (Live in Europe, July 2018) (01:06)/Breathless (Live in Europe, July 2018) (04:59)/Cool Jam (Live in Europe, July 2018) (02:31",https://i.scdn.co/image/ab67616d00001e0298c6f770a086b9571a7bc531,Progressive Rock/Art Rock/Symphonic Rock/Psychedelic Rock,King Crimson,K
35007,Vein,35007,Album,1997-10-13,Herd (05:44)/Soulmachine (04:00)/Short Sharp Left (05:27)/Undo (07:35)/Big Bore (04:19)/Vein (04:51)/66 (05:15)/Powertruth (06:14)/Locker (10:37)/Zero 21 (04:43,https://i.scdn.co/image/ab67616d00001e0203fda5292eb982ee298c6bdf,Space Rock/Stoner Rock/Psychedelic Rock/Sludge Metal/Acid Rock,Loose,L
Fleetwood Mac,Tusk - 2015 Remaster,Tusk (Deluxe Edition),Album,1979-10-12,Over & Over - 2015 Remaster (04:34)/The Ledge - 2015 Remaster (02:07)/Think About Me - 2015 Remaster (02:44)/Save Me a Place - 2015 Remaster (02:42)/Sara - 2015 Remaster (06:30)/What Makes You Think You're the One - 2015 Remaster (03:30)/Storms - 2015 Remaster (05:30)/That's All for Everyone - 2015 Remaster (03:01)/Not That Funny - 2015 Remaster (03:14)/Sisters of the Moon - 2015 Remaster (04:43)/Angel - 2015 Remaster (04:54)/That's Enough for Me - 2015 Remaster (01:50)/Brown Eyes - 2015 Remaster (04:27)/Never Make Me Cry - 2015 Remaster (02:18)/I Know I'm Not Wrong - 2015 Remaster (03:01)/Honey Hi - 2015 Remaster (02:45)/Beautiful Child - 2015 Remaster (05:21)/Walk a Thin Line - 2015 Remaster (03:44)/Tusk - 2015 Remaster (03:37)/Never Forget - 2015 Remaster (03:38)/Think About Me - Remix; 2015 Remaster (02:44)/That's All for Everyone - Remix; 2015 Remaster (02:51)/Sisters of the Moon - Remix; 2015 Remaster (04:40)/Not That Funny - Remix; 2015 Remaster (03:13)/Sara - 2015 Remaster (04:35)/Walk A Thin Line - Song #3 (03:14)/Honey Hi - 10/18/78 (03:45)/Storms - 11/30/78; 2015 Remaster (05:12)/Save Me a Place - 10/10/78 2nd Version (03:14)/Never Make Me Cry - 4/17/79; 2015 Remaster (02:16)/Out on the Road (That's Enough for Me) - 12/19/78 Demo (02:42)/I Know I'm Not Wrong - Demo - Lindsey's Song #1; 2015 Remaster (03:04)/I Know I'm Not Wrong (03:18)/I Know I'm Not Wrong (03:04)/I Know I'm Not Wrong - 4/25/79 (02:21)/I Know I'm Not Wrong (03:01)/I Know I'm Not Wrong - 1/23/79 (03:02)/Tusk - 1/15/79 Demo (05:07)/Tusk - Stage Riff; 1/30/79 Demo (03:03)/Tusk - 2/1/79 Outtake (04:13)/Tusk - 1/23/79 Outtake Mix (04:34)/Tusk (03:52)/Over & Over (04:38)/The Ledge - 3/13/79 (02:06)/Think About Me - 2/18/79 (02:43)/Save Me a Place (10/18/78) (03:03)/Sara (3/10/79) - 3/10/79; 2015 Remaster (08:47)/What Makes You Think You're The One (2/24/79) (03:27)/Storms (05:31)/That's All For Everyone - 10/20/78 (03:45,https://i.scdn.co/image/ab67616d00001e02ac3b1b1e8bb8a4986b485fb5,Classic Rock/Soft Rock,Fleetwood Mac,F
Fleetwood Mac,My Baby's Good to Me,Peter Green's Fleetwood Mac (Deluxe),Album,1968-02-24,My Heart Beat Like a Hammer - Take 2 (03:32)/Merry Go Round - Take 1 (04:19)/Long Grey Mere (02:14)/Hellhound on My Trail - Take 1 (02:05)/Shake Your Moneymaker (03:13)/Looking for Somebody (02:51)/No Place to Go (03:20)/My Baby's Good to Me (02:50)/I Loved Another Woman (02:56)/Cold Black Night (03:16)/The World Keep on Turning (02:29)/Got to Move (03:20)/My Heart Beat Like a Hammer - Bonus Track: Take 1 & Talking Tail (03:43)/Merry Go Round - Bonus Track: Take 1 Incomplete (00:56)/I Loved Another Woman - Bonus Track: Takes 1-4 (06:08)/I Loved Another Woman - Bonus Track: Takes 5-6 (05:10)/Cold Black Night - Bonus Track: Take 1 & 2 False Start (05:29)/You're So Evil - Bonus Track (03:06)/I'm Coming Home to Stay - Bonus Track (02:28,https://i.scdn.co/image/ab67616d00001e0216add894ec5612ae7a05bed1,Classic Rock/Soft Rock,Fleetwood Mac,F
Kraan,Twisted,Zoup,Album,2023-11-24,Zoup (07:14)/Rainy May (03:36)/Überstürzter Aufbruch (04:45)/Weit und Breit (04:19)/Twisted (04:57)/Norwegen Dia (05:04)/A Skyful of Veils (04:26)/Plain Vanilla (04:38)/Bikinian Rhapsody (04:10)/Aus allen Wolken (04:08)/Norwegen Dia - Acoustic Version (05:07,https://i.scdn.co/image/ab67616d00001e028ef4c2ca886318035ef399e3,Krautrock/Progressive Rock/Space Rock/Jazz Fusion,Kraan,K
Jeff Beck,Diamond Dust,Blow By Blow,Album,1975-03-29,You Know What I Mean (04:05)/She's a Woman (04:31)/Constipated Duck (02:48)/Air Blower (05:09)/Scatterbrain (05:39)/Cause We've Ended as Lovers (05:42)/Thelonius (03:16)/Freeway Jam (04:58)/Diamond Dust (08:26,https://i.scdn.co/image/ab67616d00001e023ed60b59aaa75ed572d7fc30,Jazz Fusion/Blues Rock/Blues,"Beck, Jeff",B
Franco Battiato,L'Animale - Remastered,Mondi Lontanissimi (2008 Remastered Edition),Album,1985,Via Lattea - Remastered 2008 (04:52)/Risveglio Di Primavera - 2008 Remaster (03:32)/No Time No Space - Remastered (03:27)/Personal Computer - 2008 Remaster (02:41)/Temporary Road - 2008 Remaster (02:49)/Il Re Del Mondo - 1985 Version / 2008 Remaster (03:27)/Chan-Son Egocentrique - Remastered (04:13)/I Treni Di Tozeur - Remastered (03:09)/L'Animale - Remastered (03:19,https://i.scdn.co/image/ab67616d00001e02ffc0e1407e9dd9a938716ee7,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",B
Pearl Jam,Don't Gimme No Lip,Lost Dogs,Compilation,2003-11-10,"All Night (03:20)/Sad (03:38)/Down (03:13)/Hitchhiker (03:15)/Don't Gimme No Lip (02:33)/Alone (03:10)/In The Moonlight (03:06)/Education (02:44)/Black, Red, Yellow (03:24)/You (02:52)/Leavin Here (02:50)/Gremmie Out of Control (02:24)/Whale Song (03:33)/Undone (03:08)/Hold On (04:21)/Yellow Ledbetter (05:00)/Fatal (03:37)/Other Side (04:02)/Hard To Imagine (04:34)/Footsteps (03:53)/Wash (03:47)/Dead Man (04:14)/Strangest Tribe (03:47)/Drifting (02:51)/Let Me Sleep (It's Christmas Time) (02:57)/Last Kiss (03:15)/Sweet Lew (02:10)/Dirty Frank (05:40)/Brother (03:45)/Bee Girl (09:55",https://i.scdn.co/image/ab67616d00001e028c99d49a6e445be6638828bc,Grunge/Rock,Pearl Jam,P
